Customer,frequency,recency,T,monetary_value,probability_alive,pred_num_txn,exp_avg_sales,predicted_ltv,manual_predicted_ltv,CLV
Mountain Elementary School,1.0,91.0,380.0,3500.0,0.5365936924182665,0.0,3741.6407383957207,122.41693990468451,0.0,31.828404375217975
Mountain Oaks School,7.0,719.0,2155.0,1744.0,0.004878726983498131,0.0,1761.0418664768874,0.567519341248042,0.0,0.14755502872449094
Mountain View Elementary School,2.0,479.0,1690.0,550.0,0.2519620596696247,0.0,572.9505072283358,3.955143078388699,0.0,1.0283372003810618
Muckleshoot Indian Tribe,14.0,1316.0,1634.0,9957.128571428571,0.4559335019084783,0.0,10002.011647840054,759.0740499622892,0.0,197.35925299019522
Mukilteo School District 6,105.0,2110.0,2173.0,32934.36180952381,0.8291060776693557,1.0,32953.84912891992,25292.142185613277,32953.84912891992,6575.956968259452
Multicultral Child and Family Hope Center,1.0,27.0,134.0,750.0,0.642498554432045,0.0,810.5801255386891,65.96334053544741,0.0,17.150468539216327
Myrtle Point School District 41,3.0,97.0,184.0,1549.0500000000002,0.6292462520966688,0.0,1585.1934563885854,244.83461079744066,0.0,63.656998807334574
Nancy Gomes Elementary School,6.0,1658.0,2162.0,4130.666666666667,0.6370170887839017,0.0,4175.405957955496,151.6619754331431,0.0,39.43211361261721
Natchez Elementary School,1.0,266.0,1582.0,85170.0,0.32994718153584907,0.0,90788.81173913529,516.8747385471207,0.0,134.3874320222514
National School District,41.0,1897.0,2185.0,31110.508048780488,0.12611866736392272,0.0,31157.708424655215,1422.9318666283314,0.0,369.9622853233662
Needles High School,2.0,514.0,2068.0,6107.0,0.19572654148377958,0.0,6307.057194555252,27.912725453641936,0.0,7.2573086179469035
Needles Middle School,1.0,43.0,1597.0,1100.0,0.10400458953534043,0.0,1183.624203538675,2.105262753619359,0.0,0.5473683159410334
Nell Dawson Elementary School,7.0,1046.0,2159.0,732.5714285714286,0.05730812627585482,0.0,740.608249706321,2.798590762667732,0.0,0.7276335982936103
"Nelson Electric Co., Inc.",3.0,629.0,1625.0,20410.0,0.24109141582522467,0.0,20842.674703053974,201.14903269238278,0.0,52.29874850001952
Nevada City School District,1.0,295.0,318.0,1353.0,0.8097600386410457,0.0,1453.2817799215218,82.54082040572493,0.0,21.460613305488483
Newbury Park High School,1.0,3.0,1920.0,798.0,0.05068739501856428,0.0,861.74045623583,0.6272182197390318,0.0,0.16307673713214826
Nick Poulakidas Elementary School,6.0,659.0,751.0,36873.458333333336,0.8097879355341954,0.0,37258.80817899864,4576.101481572342,0.0,1189.786385208809
Nome Public Schools,6.0,1813.0,1990.0,3530.8333333333335,0.8351973982829379,0.0,3569.332791248145,183.97728311702156,0.0,47.834093610425604
Norman Rockwell Elem School,3.0,1171.0,1220.0,685.0,0.8482594982334931,0.0,702.9777317733763,31.21121349264594,0.0,8.114915508087945
North Bend School District 13,2.0,1520.0,1598.0,3971.75,0.8305441454649803,0.0,4103.7548184323805,98.45204921751842,0.0,25.59753279655479
North County Joint Union School District,2.0,54.0,2038.0,1696.0,0.007378262506722576,0.0,1755.474578431619,0.29698724159132084,0.0,0.07721668281374341
North Douglas School District 22,1.0,4.0,348.0,328.37,0.33013097557834153,0.0,361.18991237544896,7.796262293388776,0.0,2.0270281962810817
North Mason School District 403,4.0,963.0,2142.0,100.0,0.2038890436007415,0.0,104.236782159223,0.8438116817031877,0.0,0.2193910372428288
North Tapps Middle School,3.0,348.0,483.0,40792.153333333335,0.7159380849874087,0.0,41653.34095174903,3544.7910503505677,0.0,921.6456730911476
North Valleys High School,15.0,1687.0,2012.0,2419.4166666666665,0.5568268251126157,0.0,2430.1249588092132,197.7448377875863,0.0,51.41365782477244
Northgate Elementary School,2.0,189.0,1949.0,401.0,0.040332044824570694,0.0,419.2017405535633,0.4045435701795707,0.0,0.10518132824668838
Northshore School District 417,61.0,2067.0,2165.0,19659.77524590164,0.7877407867509698,1.0,19679.876795285785,8393.890808334598,19679.876795285785,2182.4116101669956
Northwest ESD 189,9.0,1441.0,1520.0,4892.388888888889,0.8783016965331716,0.0,4927.376363147212,504.57685153196053,0.0,131.18998139830975
Nyssa Elementary School,1.0,1217.0,2066.0,677.06,0.6917234940041309,0.0,732.837739683492,6.787263632907403,0.0,1.7646885445559248
O'Brien Middle School,3.0,1988.0,2089.0,5011.0,0.844074533907083,0.0,5119.927242432937,136.2710704385951,0.0,35.43047831403473
OETC,2.0,575.0,1122.0,300996.335,0.5584692360029567,0.0,310594.78579719824,6968.844722531405,0.0,1811.8996278581653
Oakland Bay Junior High School,11.0,337.0,2122.0,5768.0,8.666163849572416e-08,0.0,5801.535158263582,5.1774513299385726e-05,0.0,1.3461373457840289e-05
Odyssey Charter School,4.0,1379.0,2024.0,6110.25,0.5893431683766754,0.0,6208.760576303896,153.35897059010216,0.0,39.87333235342656
Odyssey Elementary School,1.0,15.0,1821.0,350.0,0.0642055172640129,0.0,384.24403639584807,0.3725696471871605,0.0,0.09686810826866174
Ojai Unified School District,2.0,50.0,2184.0,547.5,0.005860006707061126,0.0,570.3708299351349,0.0717301257664157,0.0,0.018649832699268083
Old Redmond Schoolhouse Community Center,2.0,448.0,526.0,12350.0,0.7979321422764367,0.0,12749.027331136489,800.4700188790792,0.0,208.1222049085606
Olympia High School,1.0,78.0,157.0,13110.0,0.7254966259078546,0.0,13984.365280052476,1167.4246313972117,0.0,303.530404163275
Olympia School District,1.0,110.0,617.0,88.2,0.4255955300357816,0.0,105.20706605185867,1.8205640279090323,0.0,0.4733466472563484
Olympia School District 111,2.0,1001.0,1795.0,439.565,0.5906015035287729,0.0,458.9958424784801,7.014560756285335,0.0,1.8237857966341873
Olympic View Middle School,6.0,339.0,1525.0,8936.458333333334,0.0017229550408304894,0.0,9031.190410224119,1.2352529636229665,0.0,0.3211657705419713
Open Window School,8.0,1074.0,1228.0,1190.75,0.789756396159294,0.0,1201.3398189364277,120.68457252002845,0.0,31.3779888552074
Orcas Island School District 137,1.0,493.0,962.0,4180.0,0.6632024753113495,0.0,4466.412089938551,81.10692141626079,0.0,21.087799568227805
Othello School District 147,1.0,33.0,1919.0,1999.0,0.07443862877333957,0.0,2141.81456388721,2.2905410897785674,0.0,0.5955406833424276
Our Lady of Fatima School,3.0,393.0,507.0,6328.933333333333,0.7541038215417822,0.0,6465.568710705844,556.530318314658,0.0,144.6978827618111
Our Lady of Lourdes,1.0,94.0,269.0,4400.0,0.6367660947977024,0.0,4700.896938967113,238.26561246571853,0.0,61.94905924108682
Our Lady of the Lake Catholic School,13.0,2023.0,2102.0,2943.496923076923,0.9021283434229513,0.0,2958.3627115302957,325.70817253101245,0.0,84.68412485806324
Oxnard School District,45.0,2014.0,2185.0,19570.60111111111,0.552025113972323,0.0,19597.73712205859,4295.2660186956155,0.0,1116.76916486086
Pachappa Elementary School,2.0,667.0,1934.0,2274.5,0.3311517594260346,0.0,2352.4119040783025,18.77716413885679,0.0,4.882062676102765
Pacheco High School,8.0,1630.0,1955.0,1444.75,0.7132424578020269,0.0,1457.3163761647863,85.44183830454743,0.0,22.21487795918233
Palm Lane Charter School,2.0,21.0,94.0,17379.0,0.6126523600829048,0.0,17938.306174139376,2834.2970893578017,0.0,736.9172432330284
Palmdale High School,9.0,513.0,1052.0,16100.734444444446,0.026875409204982208,0.0,16213.184028551,71.43525113155276,0.0,18.57316529420372
Palmdale School District,1.0,28.0,499.0,1549.0,0.3090888150397065,0.0,1662.1864636015139,25.043368096244535,0.0,6.511275705023579
Pathfinder Kinder Center,2.0,184.0,1347.0,2292.5,0.08648747553829414,0.0,2370.985580589349,6.953747189804129,0.0,1.8079742693490735
Pau-Wa-Lu Middle School,1.0,220.0,2166.0,450.0,0.20704986967096234,0.0,490.82805868155833,1.3004928218834435,0.0,0.3381281336896953
Peavine Elementary School,8.0,1095.0,1336.0,1492.5,0.6918630082793031,0.0,1505.437953360275,122.52346511053956,0.0,31.856100928740286
Peninsula School District 401,2.0,52.0,153.0,10535.0,0.5944804427844979,0.0,10876.18161627265,1271.792685913623,0.0,330.666098337542
Perris Union High School District,6.0,214.0,1442.0,19501.0,0.0002613821651896711,0.0,19705.63090379747,0.4309093127024428,0.0,0.11203642130263514
Pershing County School District,15.0,994.0,2137.0,1301.8,0.0002470447281945042,0.0,1307.8866852358522,0.044581269324134955,0.0,0.011591130024275089
Peter Kirk Elementary School,4.0,1141.0,1598.0,31411.25,0.6401156188344554,0.0,31906.61948660786,1071.0456797536553,0.0,278.4718767359504
Picnic Point Elementary School,2.0,727.0,1926.0,337.5,0.3760358010394714,0.0,353.67793730626096,3.2184130765222108,0.0,0.8367873998957748
Pierce Joint Unified School District,1.0,26.0,1198.0,144.0,0.12318805674403976,0.0,164.680950487285,0.45404463805035394,0.0,0.11805160589309203
Pinewood Elementary School,2.0,247.0,2171.0,965.0,0.04933312876141392,0.0,1001.1769378996819,1.0660540113047219,0.0,0.2771740429392277
Pioneer Union School District,19.0,1986.0,2024.0,2214.6315789473683,0.9346039017561493,0.0,2222.4101685171545,379.8689546143052,0.0,98.76592819971935
Pleasant Valley Elementary School,3.0,410.0,1708.0,1794.0,0.0714863706916289,0.0,1835.293267446389,5.010325499857771,0.0,1.3026846299630206
Poly High School,5.0,392.0,1928.0,1005.4,0.0032872763013374303,0.0,1020.1046193587894,0.18024936525694601,0.0,0.04686483496680596
Pomona Catholic,2.0,234.0,668.0,3137.0,0.4063534437883165,0.0,3242.4005702326062,84.39929049953658,0.0,21.94381552987951
Pope John Paul II High School,10.0,1778.0,1788.0,4911.9,0.9219208739035678,0.0,4943.488254934658,504.1339254723561,0.0,131.07482062281258
Port Angeles School District 121,2.0,1217.0,1339.0,422.025,0.8155985451011342,0.0,440.89682658938267,12.26210283059504,0.0,3.1881467359547107
Post Middle School,1.0,722.0,913.0,6000.0,0.7732377000565477,0.0,6406.241295538477,142.23132319831487,0.0,36.98014403156186
Promethean Inc.,1.0,14.0,36.0,440.0,0.7776772117315662,0.0,480.1696564529873,82.88094875713158,0.0,21.54904667685421
Puyallup School District 3,5.0,1584.0,1808.0,24329.15,0.8037768464223236,0.0,24635.615136933066,1131.3632332808045,0.0,294.15444065300915
Quail Valley Middle School,2.0,328.0,1533.0,3333.5,0.16542276676222215,0.0,3445.1632054781953,17.119067148698004,0.0,4.450957458661481
Quartz Hill High School,7.0,686.0,1183.0,11139.151428571427,0.1976521430966307,0.0,11239.841084916165,257.9582967115636,0.0,67.06915714500654
Quilcene School District 48,2.0,249.0,335.0,7998.0,0.7595994104157489,0.0,8258.325099132397,712.4790850957885,0.0,185.244562124905
R. Rex Parris Continuation School,4.0,764.0,1205.0,8890.99,0.5318431464771842,0.0,9033.117881795324,327.93816641820655,0.0,85.2639232687337
R.M. Miano Elementary School,7.0,1161.0,2151.0,849.2857142857143,0.11354967816930993,0.0,858.3616769523031,6.449586829404613,0.0,1.6768925756451993
Rachel Carson Elem School,1.0,187.0,1036.0,650.0,0.37744628637294253,0.0,703.9961032529789,6.7994747155586674,0.0,1.7678634260452537
Rainier School District 307,2.0,36.0,507.0,13483.5,0.1073082119637596,0.0,13918.653015873768,121.23016621398766,0.0,31.519843215636794
Rainier View Elementary School,1.0,354.0,1785.0,2117.5,0.3649774223793035,0.0,2268.1166302957768,12.74088084173268,0.0,3.312629018850497
Ramona Elementary School,3.0,601.0,1386.0,2851.2666666666664,0.31729587110878155,0.0,2914.787831933213,42.98841092171195,0.0,11.176986839645108
Ramona High School,15.0,679.0,1928.0,4347.893333333333,5.600660312853779e-06,0.0,4366.576328563164,0.0037217403711482795,0.0,0.0009676524964985527
Raymond Elementary School,2.0,196.0,1613.0,500.0,0.06490166552327023,0.0,521.3569613643182,0.9688187682683437,0.0,0.25189287974976937
Raymond School District 116,6.0,951.0,1428.0,1163.3416666666667,0.44093561392326486,0.0,1177.2130275861339,43.82412872035644,0.0,11.394273467292676
Redmond Elementary School,9.0,1491.0,1900.0,2827.1111111111113,0.5688689072461038,0.0,2847.825223320026,153.00246018410056,0.0,39.780639647866145
Redmond High School,11.0,1875.0,1891.0,6360.636363636364,0.9240881193541217,0.0,6397.51840507399,679.3920857055474,0.0,176.64194228344232
Redmond Middle School,5.0,1918.0,1920.0,6936.0,0.8898368182931841,0.0,7024.891442898143,337.33445143893067,0.0,87.70695737412198
Reed Union School District,6.0,794.0,1242.0,19828.166666666668,0.3895510569398499,0.0,20036.200958325546,750.362578807203,0.0,195.0942704898728
Renton School District 403,13.0,1731.0,1768.0,243625.54,0.9201423425663527,0.0,244789.53300749732,32399.85365272022,0.0,8423.961949707258
Renton Technical College,12.0,1971.0,2183.0,2774.16,0.8078541376682907,0.0,2789.394798596231,245.55967531031342,0.0,63.84551558068149
Rio Vista Middle School,7.0,1097.0,2155.0,711.1285714285714,0.0787328962162813,0.0,718.9744805146173,3.7391610732193357,0.0,0.9721818790370274
Ripon Christian Schools,7.0,1425.0,1988.0,4972.857142857143,0.4836655759243244,0.0,5018.646471879197,173.16449088685388,0.0,45.02276763058201
Rita Cannan Elementary School,5.0,1002.0,1996.0,965.24,0.19257141206659978,0.0,979.4422514983132,9.809106417562658,0.0,2.5503676685662913
River Bluff Elementary School,3.0,2142.0,2178.0,10422.266666666668,0.8578255329117542,0.0,10644.959987551232,276.6749878660184,0.0,71.93549684516479
Riverside Adult School,1.0,21.0,1781.0,2509.0,0.07126432096530604,0.0,2685.3930775443323,2.9517079086919487,0.0,0.7674440562599066
Riverside Unified School District,3.0,1213.0,1893.0,581.0,0.5996924065686705,0.0,596.7912433062947,12.396798711869849,0.0,3.223167665086161
Riverview Elementary School,3.0,1214.0,1969.0,6391.666666666667,0.5688446141611366,0.0,6529.620945095282,123.92586232631997,0.0,32.220724204843194
Riverview Middle School,6.0,504.0,1820.0,63633.333333333336,0.004765977406432475,0.0,64297.055773235144,20.587017013037475,0.0,5.352624423389743
Riverview School District 407,2.0,457.0,2012.0,3495.0,0.1691224791652973,0.0,3611.8103586189723,14.178807970571846,0.0,3.68649007234868
Robert Frost Elementary School,6.0,1795.0,1907.0,1420.0,0.8610784354892222,0.0,1436.541277953176,79.49793072440751,0.0,20.669461988345954
Robert Mcqueen High School,2.0,1073.0,1768.0,1542.0,0.636053048462117,0.0,1596.566457170445,26.657769052099695,0.0,6.931019953545921
Robert Mitchell Elementary School,7.0,1807.0,2060.0,4983.142857142857,0.7951744169228246,0.0,5029.023762897202,275.76995093833176,0.0,71.70018724396625
Robertson High School,9.0,1582.0,2142.0,2915.8877777777775,0.4308374216011264,0.0,2937.2154353017618,106.61685073609799,0.0,27.720381191385478
Roger Corbett Elementary School,3.0,416.0,2162.0,1037.8666666666666,0.03559692993253644,0.0,1063.2630416812365,1.154902955098401,0.0,0.30027476832558425
Rollan Melton Elementary School,4.0,1197.0,1766.0,850.05,0.5870320384151405,0.0,866.0516936517919,24.257629359757626,0.0,6.306983633536983
Romig Middle School,1.0,101.0,2078.0,140.0,0.12034787777969155,0.0,160.41758959585658,0.2570627859248852,0.0,0.06683632434047015
Roosevelt Elementary School,15.0,1532.0,2177.0,905.6046666666666,0.08704124528931871,0.0,910.0529913236679,10.73762178669549,0.0,2.7917816645408275
Rosa Parks Elementary,1.0,362.0,1267.0,20150.0,0.48502122532366765,0.0,21487.880448966476,221.43825946754694,0.0,57.573947461562206
Rosalia School,1.0,63.0,2016.0,2960.0,0.09361762173911889,0.0,3166.0870180528855,4.062599452687015,0.0,1.0562758576986238
Rose Avenue Elementary School,3.0,698.0,2029.0,2109.0,0.17366706020749278,0.0,2156.9158046303382,12.144994020892632,0.0,3.1576984454320844
Rose Hill Elementary School,5.0,1868.0,1917.0,941.6,0.876511319733613,0.0,955.5065349589293,45.263471903859816,0.0,11.768502695003553
Rose Hill Junior High School,10.0,2053.0,2081.0,1712.0,0.915974266531321,0.0,1723.6986258716613,151.19324695952312,0.0,39.31024420947601
Rosen Family Preschool,1.0,7.0,1213.0,500.0,0.09612982805163096,0.0,544.1200698244135,1.1572523834106236,0.0,0.30088561968676214
Rowland Unified School District,1.0,69.0,1919.0,1650.0,0.1047109285771788,0.0,1769.8363261100812,2.6624592588912663,0.0,0.6922394073117293
Roy H Gomm Elementary School,9.0,1336.0,2155.0,1135.7433333333333,0.1373074004579116,0.0,1144.7682166594857,13.166721475516196,0.0,3.4233475836342113
Ruch Elementary School,3.0,782.0,1995.0,4597.333333333333,0.23966863841297853,0.0,4697.563677728937,37.09646527393968,0.0,9.645080971224317
SIERRA LINDA Elementary School,2.0,1183.0,2150.0,797.5,0.5797879590294913,0.0,828.3385592552229,10.462823482556198,0.0,2.7203341054646115
SOAR High School,6.0,466.0,1330.0,18072.626666666667,0.020711104687360097,0.0,18262.398757022813,34.123217349430554,0.0,8.872036510851945
Sacred Heart Catholic School,16.0,1463.0,1526.0,8776.78125,0.9020587661850129,0.0,8811.45743003405,1605.7919412872473,0.0,417.5059047346843
Salem Woods Elementary School,10.0,1497.0,1940.0,2543.05,0.4877665994068024,0.0,2559.9141861181706,127.83230519233342,0.0,33.23639935000669
Samantha Smith Elementary School,2.0,768.0,1553.0,352.0,0.5285617315945574,0.0,368.64006560682606,5.781932836397797,0.0,1.5033025374634272
Samish Indian Nation,1.0,33.0,140.0,1162.0,0.6504109924742106,0.0,1249.7062973558154,100.31468652952599,0.0,26.081818497676757
Sams Valley Elementary School,2.0,138.0,2072.0,2625.0,0.02168991103634401,0.0,2714.082660585066,1.3286313627952537,0.0,0.345444154326766
San Benito County Office of Education,1.0,98.0,2017.0,330.0,0.12229435868170094,0.0,362.92723193870603,0.6080563103252797,0.0,0.15809464068457274
San Joaquin Elementary School,1.0,44.0,2158.0,990.0,0.07188756033362131,0.0,1066.3817790243936,0.9844866418435032,0.0,0.2559665268793108
San Jose Job Corps Center,5.0,820.0,2046.0,333.4,0.07198223167197568,0.0,339.6984639245255,1.2420292346655493,0.0,0.3229276010130428
San Juan Unified School District,1.0,238.0,2038.0,899.0,0.23571160126870758,0.0,969.3903187443974,3.0995552686501906,0.0,0.8058843698490495
San Luis High (continuation),2.0,548.0,1137.0,2249.5,0.525789545114849,0.0,2326.615131146294,48.549768739760054,0.0,12.622939872337614
San Mateo-Foster City School District,1.0,2.0,2082.0,1588.0,0.044870167812531926,0.0,1703.754232292941,1.0160486921353813,0.0,0.2641726599551991
Saroyan Elementary School,14.0,1132.0,2170.0,3400.35,0.002197945112676919,0.0,3416.1739755157337,0.9549459674787674,0.0,0.24828595154447952
Sciex,2.0,143.0,1235.0,5638.05,0.0719567378579157,0.0,5823.1613278966315,15.404959424976722,0.0,4.005289450493948
Seattle Academy Of Arts & Sciences,1.0,97.0,1766.0,489.0,0.142451275770487,0.0,532.3958273729853,1.1791847524892372,0.0,0.30658803564720166
Seattle Country Day School,11.0,1050.0,1164.0,15917.59090909091,0.8175864421600383,0.0,16008.445356418419,2368.507008646145,0.0,615.8118222479977
Seattle Hill Elementary School,1.0,17.0,766.0,1200.0,0.18406663373650164,0.0,1290.2082258243852,7.983876367243746,0.0,2.075807855483374
Seattle Preparatory School,21.0,1704.0,2117.0,4132.275714285714,0.20568892275933637,0.0,4144.968835869291,164.7374517495413,0.0,42.83173745488074
Selah School District 119,1.0,21.0,528.0,878.85,0.27619637618661436,0.0,947.9136382538268,12.167306925664922,0.0,3.16349980067288
Sequoia Middle School,3.0,302.0,1884.0,195.91333333333333,0.02349870567597772,0.0,203.60854245219053,0.16648197443456064,0.0,0.04328531335298577
Serrano High School,13.0,542.0,1487.0,6870.153846153846,6.803744597425815e-05,0.0,6903.767308062495,0.07951817071178391,0.0,0.020674724385063816
Shadow Lake Elem School,1.0,108.0,1938.0,599.0,0.13703264707173266,0.0,649.6382518872666,1.2669936923172285,0.0,0.3294183600024794
Shelton School District 309,26.0,2024.0,2173.0,38684.846153846156,0.8135151995957809,0.0,38777.380999205576,7330.012617170021,0.0,1905.8032804642055
Sheridan Elementary School,1.0,16.0,2150.0,877.4,0.05238527637155501,0.0,946.368169930684,0.6389368850734628,0.0,0.16612359011910033
Shore Acres Elementary School,7.0,399.0,1694.0,1030.0,0.0006349397129075322,0.0,1040.6849149769876,0.054865768031438784,0.0,0.014265099688174085
Shoreline School District 412,10.0,2093.0,2143.0,17452.142,0.9078659208219688,0.0,17561.676678804222,1484.5879436373134,0.0,385.9928653457015
Shoultes Elementary School,1.0,795.0,1911.0,425.0,0.5870064957758155,0.0,464.18205311013077,3.930231440992977,0.0,1.021860174658174
Sierra Middle School,4.0,479.0,1690.0,10997.25,0.04325248673084701,0.0,11172.415629252611,24.037087969117973,0.0,6.249642871970673
Sierra View Elementary,3.0,1509.0,2072.0,1425.0,0.6925882035253937,0.0,1458.5354381737636,32.102728872555225,0.0,8.346709506864359
Sierra Vista Elementary,5.0,1358.0,2170.0,787.4,0.417825071442036,0.0,799.3776225066026,16.037854645065586,0.0,4.1698422077170525
Sierra Vista High School,3.0,650.0,1743.0,491.0,0.2180948601775197,0.0,504.8990898251666,4.125209853180451,0.0,1.0725545618269172
Silver Lake Elementary School,9.0,1583.0,2039.0,1965.5755555555556,0.543330431453618,0.0,1980.3355007099472,95.01682650033375,0.0,24.704374890086775
Silver Stage Elementary School,19.0,2063.0,2185.0,3435.1052631578946,0.8743720912879297,0.0,3446.8648170910487,512.3986066268509,0.0,133.22363772298124
Silverland Middle School,2.0,574.0,976.0,39633.0,0.6331140224257803,0.0,40901.56156729633,1182.0941013670647,0.0,307.34446635543685
Simplex Grinnell (Dist 463),1.0,118.0,2123.0,42.0,0.13069688060347187,0.0,55.965247755860545,0.09541757267158073,0.0,0.02480856889461099
Sky Ranch Middle School,2.0,533.0,680.0,5785.95,0.7660568144861377,0.0,5975.775036562395,288.70413761511,0.0,75.06307577992861
Smith Valley Elementary School,2.0,971.0,1548.0,2851.0,0.6552033038981653,0.0,2947.2854878904254,57.476733647989704,0.0,14.943950748477324
Smithridge Elementary School,3.0,1032.0,1434.0,13125.666666666666,0.6891612835080465,0.0,13405.196073338808,415.94778569478143,0.0,108.14642428064317
Sno-Isle Tech Skills Center,4.0,2109.0,2137.0,28863.75,0.8726418991381091,0.0,29319.160667826018,1018.0962645545718,0.0,264.7050287841887
Snohomish County PUD,4.0,1376.0,1525.0,3116.9,0.8249261002066117,0.0,3168.4583760288733,143.2326956728308,0.0,37.24050087493601
Snohomish School District 201,10.0,691.0,904.0,7888.325,0.5004718814556058,0.0,7938.413829697566,826.1446864356167,0.0,214.79761847326034
Snowline Joint Unified School District,10.0,1301.0,1576.0,2645.25,0.6544211335051976,0.0,2662.7494309977724,217.12666240763926,0.0,56.45293222598621
Soria Elementary,1.0,72.0,1955.0,212.9,0.10485473693204889,0.0,238.11734184213935,0.3524036722452916,0.0,0.09162495478377583
South Bay Union School District,2.0,85.0,1926.0,4704.0,0.013534173943095973,0.0,4859.342297610918,1.5915264719849842,0.0,0.4137968827160959
South Wasco County School District 1,2.0,1231.0,1282.0,24910.5,0.8337662950574938,0.0,25709.841987636348,761.2030924206123,0.0,197.9128040293592
South Whidbey School District 206,4.0,539.0,1281.0,13193.305,0.18419940497572787,0.0,13402.916856447884,159.23314301863715,0.0,41.40061718484566
Southern Kern Unified School District,2.0,19.0,57.0,50899.0,0.7244636682445816,0.0,52526.61932137678,12193.910528917617,0.0,3170.4167375185807
Southern Oregon University,1.0,70.0,1722.0,3850.0,0.12052749070860191,0.0,4114.684816395707,7.897655237024433,0.0,2.0533903616263527
Spanaway Lake High School,1.0,182.0,471.0,995.0,0.6183008592193656,0.0,1071.7109801386791,33.899947106211975,0.0,8.813986247615114
Spanish Springs Elementary School,20.0,1509.0,2072.0,3129.35,0.042408144100638416,0.0,3139.5724566094395,25.03573560796822,0.0,6.5092912580717375
Spanish Springs High School,19.0,1608.0,2162.0,3176.75,0.07714695483134812,0.0,3187.666845803494,42.23453724182202,0.0,10.980979682873725
Sparks High School,6.0,1408.0,1417.0,5194.333333333333,0.8964074983260735,0.0,5250.137536151191,400.2201445453106,0.0,104.05723758178075
Sparks Middle School,6.0,1691.0,1701.0,1892.3333333333333,0.8966418754388699,0.0,1913.7881116427095,122.90365931434593,0.0,31.954951421729945
Spring Grove School,2.0,288.0,1864.0,320.0,0.08951476535972384,0.0,335.6201962538548,0.7500216571614345,0.0,0.19500563086197298
Spring Hill Elementary School,1.0,34.0,2158.0,1980.0,0.06469038635726827,0.0,2121.563599652925,1.762540752169209,0.0,0.45826059556399434
St Albans Country Day School,1.0,2.0,2151.0,99.0,0.04297007276965685,0.0,116.71814045871538,0.06460997756588643,0.0,0.016798594167130473
St. Alphonsus Parish School,1.0,47.0,1938.0,1197.0,0.08496662786508902,0.0,1287.0107051558139,1.5563574838405305,0.0,0.40465294579853794
St. Anselm School,1.0,29.0,535.0,2860.0,0.2935869516158366,0.0,3059.5029957671754,41.27986020084152,0.0,10.732763652218795
St. Brendan Parish School,4.0,1624.0,1781.0,7086.125,0.8307372907298141,0.0,7199.942666501631,283.10929563440976,0.0,73.60841686494653
St. Frances Cabrini Catholic School,13.0,2084.0,2122.0,9751.797692307691,0.9228560257288918,0.0,9799.169452662176,1093.7249557304817,0.0,284.36848848992526
St. Francis of Assisi,2.0,79.0,1990.0,925.0,0.011528394741166091,0.0,959.9021012084678,0.25957684791292773,0.0,0.06748998045736121
St. Joseph Parish School,2.0,84.0,156.0,8688.5,0.7012589759139962,0.0,8970.831967514481,1222.6582672008565,0.0,317.8911494722227
St. Joseph School,4.0,1714.0,2135.0,1067.75,0.740320931787993,0.0,1087.1664276454353,32.05576598389607,0.0,8.33449915581298
St. Louise Parish School,6.0,510.0,1667.0,12713.833333333334,0.008680386049800488,0.0,12847.859976366677,8.141479189153918,0.0,2.1167845891800185
St. Mark's Lutheran School,2.0,393.0,1235.0,1131.5,0.3170786413222256,0.0,1172.9834456268604,13.673797425006159,0.0,3.5551873305016013
St. Mary Magdalen,5.0,978.0,2170.0,404.0,0.12013692144779971,0.0,411.1816106115181,2.371974263271435,0.0,0.6167133084505731
St. Mary's of Medford,3.0,628.0,2143.0,423.32666666666665,0.11287920201520821,0.0,435.802997233542,1.5137870415879735,0.0,0.39358463081287315
St. Monica Parish School,1.0,40.0,154.0,1500.0,0.649255002808665,0.0,1609.960292681516,121.7296807948963,0.0,31.64971700667304
St. Patrick Catholic Church and School,3.0,1582.0,1739.0,14001.333333333334,0.8239008712501992,0.0,14299.272692579267,442.31345348971325,0.0,115.00149790732544
St. Paul Parish School,1.0,730.0,1891.0,2586.0,0.5635683252070821,0.0,2767.462774704329,22.723129344100837,0.0,5.908013629466218
St. Paul Parochial School,1.0,63.0,1991.0,165.0,0.09509436700351047,0.0,187.06359516728415,0.24674191362756626,0.0,0.06415289754316723
St. Paul's School,5.0,175.0,2018.0,1496.8,9.890548686098965e-05,0.0,1517.6516205200949,0.0077252631449267264,0.0,0.002008568417680949
St. Thomas School,3.0,122.0,1952.0,19077.826666666668,0.002545007225982357,0.0,19482.493854052496,1.6680246682143138,0.0,0.4336864137357216
St. Vincent de Paul School Federal Way,2.0,722.0,1884.0,694.5,0.3846366741505675,0.0,722.0558547753467,6.863457732013996,0.0,1.784499010323639
Starbuck School District 35,2.0,397.0,2185.0,104.5,0.11201450454112898,0.0,113.25201357993895,0.27212968109365987,0.0,0.07075371708435158
Starbucks Minden,3.0,306.0,1938.0,2506.0,0.02220457663590504,0.0,2562.26230387487,1.927137533296877,0.0,0.501055758657188
Stead Elementary School,2.0,126.0,2185.0,1836.0,0.016845977430733905,0.0,1899.9365068508682,0.6865797976278986,0.0,0.17851074738325362
Steinbeck Elementary,2.0,89.0,2143.0,1718.0,0.011167892145792961,0.0,1778.1757386117868,0.433983777756189,0.0,0.11283578221660914
