Customer,frequency,recency,T,monetary_value,probability_alive,pred_num_txn
Post Middle School,1.0,722.0,913.0,6000.0,0.7732377000565477,0.0
Price Elementary School,0.0,0.0,1480.0,0.0,1.0,0.0
Promethean Inc.,1.0,14.0,36.0,440.0,0.7776772117315662,0.0
Puyallup School District 3,5.0,1584.0,1808.0,24329.15,0.8037768464223236,0.0
Quail Valley Middle School,2.0,328.0,1533.0,3333.5,0.16542276676222215,0.0
Quartz Hill High School,7.0,686.0,1183.0,11139.151428571427,0.1976521430966307,0.0
Quil Ceda Elementary School,0.0,0.0,2171.0,0.0,1.0,0.0
Quilcene School District 48,2.0,249.0,335.0,7998.0,0.7595994104157489,0.0
R. Rex Parris Continuation School,4.0,764.0,1205.0,8890.99,0.5318431464771842,0.0
R.M. Miano Elementary School,7.0,1161.0,2151.0,849.2857142857143,0.11354967816930993,0.0
Rachel Carson Elem School,1.0,187.0,1036.0,650.0,0.37744628637294253,0.0
Rainier School District 307,2.0,36.0,507.0,13483.5,0.1073082119637596,0.0
Rainier View Elementary School,1.0,354.0,1785.0,2117.5,0.3649774223793035,0.0
Ramona Elementary School,3.0,601.0,1386.0,2851.2666666666664,0.31729587110878155,0.0
Ramona High School,15.0,679.0,1928.0,4347.893333333333,5.600660312853779e-06,0.0
Ranchos Middle School,0.0,0.0,647.0,0.0,1.0,0.0
Raymond Elementary School,2.0,196.0,1613.0,500.0,0.06490166552327023,0.0
Raymond School District 116,6.0,951.0,1428.0,1163.3416666666667,0.44093561392326486,0.0
Redington Sr Jr/Sr High School,0.0,0.0,1940.0,0.0,1.0,0.0
Redlands Unified School District,0.0,0.0,1219.0,0.0,1.0,0.0
Redmond Elementary School,9.0,1491.0,1900.0,2827.1111111111113,0.5688689072461038,0.0
Redmond High School,11.0,1875.0,1891.0,6360.636363636364,0.9240881193541217,0.0
Redmond Middle School,5.0,1918.0,1920.0,6936.0,0.8898368182931841,0.0
Redwood Middle School,0.0,0.0,2163.0,0.0,1.0,0.0
Reed Union School District,6.0,794.0,1242.0,19828.166666666668,0.3895510569398499,0.0
Regis High School,0.0,0.0,1879.0,0.0,1.0,0.0
Renton School District 403,13.0,1731.0,1768.0,243625.54,0.9201423425663527,0.0
Renton Technical College,12.0,1971.0,2183.0,2774.16,0.8078541376682907,0.0
Rialto Unified School District,0.0,0.0,983.0,0.0,1.0,0.0
Rio Vista High School,0.0,0.0,1924.0,0.0,1.0,0.0
Rio Vista Middle School,7.0,1097.0,2155.0,711.1285714285714,0.0787328962162813,0.0
Ripon Christian Schools,7.0,1425.0,1988.0,4972.857142857143,0.4836655759243244,0.0
Rita Cannan Elementary School,5.0,1002.0,1996.0,965.24,0.19257141206659978,0.0
River Bluff Elementary School,3.0,2142.0,2178.0,10422.266666666668,0.8578255329117542,0.0
Riverside Adult School,1.0,21.0,1781.0,2509.0,0.07126432096530604,0.0
Riverside STEM Academy,0.0,0.0,1800.0,0.0,1.0,0.0
Riverside Unified School District,3.0,1213.0,1893.0,581.0,0.5996924065686705,0.0
Riverview Elementary School,3.0,1214.0,1969.0,6391.666666666667,0.5688446141611366,0.0
Riverview Middle School,6.0,504.0,1820.0,63633.333333333336,0.004765977406432475,0.0
Riverview School District 407,2.0,457.0,2012.0,3495.0,0.1691224791652973,0.0
Robert Frost Elementary School,6.0,1795.0,1907.0,1420.0,0.8610784354892222,0.0
Robert Mcqueen High School,2.0,1073.0,1768.0,1542.0,0.636053048462117,0.0
Robert Mitchell Elementary School,7.0,1807.0,2060.0,4983.142857142857,0.7951744169228246,0.0
Robertson High School,9.0,1582.0,2142.0,2915.8877777777775,0.4308374216011264,0.0
Rock Creek Elem School,0.0,0.0,2134.0,0.0,1.0,0.0
Roger Corbett Elementary School,3.0,416.0,2162.0,1037.8666666666666,0.03559692993253644,0.0
Rollan Melton Elementary School,4.0,1197.0,1766.0,850.05,0.5870320384151405,0.0
Romig Middle School,1.0,101.0,2078.0,140.0,0.12034787777969155,0.0
Ronald Regan Elementary School,0.0,0.0,422.0,0.0,1.0,0.0
Roosevelt Elementary School,15.0,1532.0,2177.0,905.6046666666666,0.08704124528931871,0.0
Rosa Parks Elementary,1.0,362.0,1267.0,20150.0,0.48502122532366765,0.0
Rosalia School,1.0,63.0,2016.0,2960.0,0.09361762173911889,0.0
Rose Avenue Elementary School,3.0,698.0,2029.0,2109.0,0.17366706020749278,0.0
Rose Hill Elementary School,5.0,1868.0,1917.0,941.6,0.876511319733613,0.0
Rose Hill Junior High School,10.0,2053.0,2081.0,1712.0,0.915974266531321,0.0
Rosen Family Preschool,1.0,7.0,1213.0,500.0,0.09612982805163096,0.0
Rowland Unified School District,1.0,69.0,1919.0,1650.0,0.1047109285771788,0.0
Roy H Gomm Elementary School,9.0,1336.0,2155.0,1135.7433333333333,0.1373074004579116,0.0
Ruch Elementary School,3.0,782.0,1995.0,4597.333333333333,0.23966863841297853,0.0
"SBI Contracting, Inc",0.0,0.0,1827.0,0.0,1.0,0.0
SIERRA LINDA Elementary School,2.0,1183.0,2150.0,797.5,0.5797879590294913,0.0
SOAR High School,6.0,466.0,1330.0,18072.626666666667,0.020711104687360097,0.0
Sacramento City Unified School District,0.0,0.0,1675.0,0.0,1.0,0.0
Sacred Heart Catholic School,16.0,1463.0,1526.0,8776.78125,0.9020587661850129,0.0
Sacred Heart Schools - Atherton,0.0,0.0,1339.0,0.0,1.0,0.0
Saint Mary Catholic School,0.0,0.0,72.0,0.0,1.0,0.0
Salem Woods Elementary School,10.0,1497.0,1940.0,2543.05,0.4877665994068024,0.0
Samantha Smith Elementary School,2.0,768.0,1553.0,352.0,0.5285617315945574,0.0
Samish Indian Nation,1.0,33.0,140.0,1162.0,0.6504109924742106,0.0
Sams Valley Elementary School,2.0,138.0,2072.0,2625.0,0.02168991103634401,0.0
San Andreas High School,0.0,0.0,1302.0,0.0,1.0,0.0
San Benito County Office of Education,1.0,98.0,2017.0,330.0,0.12229435868170094,0.0
San Joaquin Elementary School,1.0,44.0,2158.0,990.0,0.07188756033362131,0.0
San Jose Job Corps Center,5.0,820.0,2046.0,333.4,0.07198223167197568,0.0
San Juan Island School District 149,0.0,0.0,1801.0,0.0,1.0,0.0
San Juan Unified School District,1.0,238.0,2038.0,899.0,0.23571160126870758,0.0
San Luis High (continuation),2.0,548.0,1137.0,2249.5,0.525789545114849,0.0
San Mateo-Foster City School District,1.0,2.0,2082.0,1588.0,0.044870167812531926,0.0
Santa Rosa City Schools,0.0,0.0,917.0,0.0,1.0,0.0
Saroyan Elementary School,14.0,1132.0,2170.0,3400.35,0.002197945112676919,0.0
Sciex,2.0,143.0,1235.0,5638.05,0.0719567378579157,0.0
Seattle Academy Of Arts & Sciences,1.0,97.0,1766.0,489.0,0.142451275770487,0.0
Seattle Country Day School,11.0,1050.0,1164.0,15917.59090909091,0.8175864421600383,0.0
Seattle Hill Elementary School,1.0,17.0,766.0,1200.0,0.18406663373650164,0.0
Seattle Preparatory School,21.0,1704.0,2117.0,4132.275714285714,0.20568892275933637,0.0
Seattle School of Behavior Consulting,0.0,0.0,1472.0,0.0,1.0,0.0
Selah School District 119,1.0,21.0,528.0,878.85,0.27619637618661436,0.0
Selby Lane School,0.0,0.0,1773.0,0.0,1.0,0.0
Seneca Elementary School,0.0,0.0,1291.0,0.0,1.0,0.0
Sequoia Middle School,3.0,302.0,1884.0,195.91333333333333,0.02349870567597772,0.0
Serrano Elementary School,0.0,0.0,1291.0,0.0,1.0,0.0
Serrano High School,13.0,542.0,1487.0,6870.153846153846,6.803744597425815e-05,0.0
Shadow Lake Elem School,1.0,108.0,1938.0,599.0,0.13703264707173266,0.0
Shelby Public SD #14,0.0,0.0,842.0,0.0,1.0,0.0
Shelton School District 309,26.0,2024.0,2173.0,38684.846153846156,0.8135151995957809,0.0
Sheridan Elementary School,1.0,16.0,2150.0,877.4,0.05238527637155501,0.0
Shore Acres Elementary School,7.0,399.0,1694.0,1030.0,0.0006349397129075322,0.0
Shoreline Christian School,0.0,0.0,330.0,0.0,1.0,0.0
Shoreline School District 412,10.0,2093.0,2143.0,17452.142,0.9078659208219688,0.0
Shoultes Elementary School,1.0,795.0,1911.0,425.0,0.5870064957758155,0.0
Sierra Middle School,4.0,479.0,1690.0,10997.25,0.04325248673084701,0.0
Sierra Ridge Middle School,0.0,0.0,1900.0,0.0,1.0,0.0
Sierra View Elementary,3.0,1509.0,2072.0,1425.0,0.6925882035253937,0.0
Sierra Vista Elementary,5.0,1358.0,2170.0,787.4,0.417825071442036,0.0
Sierra Vista High School,3.0,650.0,1743.0,491.0,0.2180948601775197,0.0
Silver Hills Elementary School,0.0,0.0,127.0,0.0,1.0,0.0
Silver Lake Elementary School,9.0,1583.0,2039.0,1965.5755555555556,0.543330431453618,0.0
Silver Stage Elementary School,19.0,2063.0,2185.0,3435.1052631578946,0.8743720912879297,0.0
Silver Stage Middle School,0.0,0.0,497.0,0.0,1.0,0.0
Silverland Middle School,2.0,574.0,976.0,39633.0,0.6331140224257803,0.0
Simplex Grinnell (Dist 463),1.0,118.0,2123.0,42.0,0.13069688060347187,0.0
Skagit Valley College,0.0,0.0,2011.0,0.0,1.0,0.0
Sky Ranch Middle School,2.0,533.0,680.0,5785.95,0.7660568144861377,0.0
Skycrest Elementary,0.0,0.0,624.0,0.0,1.0,0.0
Skyline Communications,0.0,0.0,1096.0,0.0,1.0,0.0
Smith Valley Elementary School,2.0,971.0,1548.0,2851.0,0.6552033038981653,0.0
Smithridge Elementary School,3.0,1032.0,1434.0,13125.666666666666,0.6891612835080465,0.0
Sno-Isle Tech Skills Center,4.0,2109.0,2137.0,28863.75,0.8726418991381091,0.0
Snohomish County PUD,4.0,1376.0,1525.0,3116.9,0.8249261002066117,0.0
Snohomish High School,0.0,0.0,612.0,0.0,1.0,0.0
Snohomish School District 201,10.0,691.0,904.0,7888.325,0.5004718814556058,0.0
Snowline Joint Unified School District,10.0,1301.0,1576.0,2645.25,0.6544211335051976,0.0
Snowline Virtual School,0.0,0.0,1395.0,0.0,1.0,0.0
Soria Elementary,1.0,72.0,1955.0,212.9,0.10485473693204889,0.0
Sound Electronics,0.0,0.0,598.0,0.0,1.0,0.0
South Bay Union School District,2.0,85.0,1926.0,4704.0,0.013534173943095973,0.0
South Wasco County School District 1,2.0,1231.0,1282.0,24910.5,0.8337662950574938,0.0
South Whidbey School District 206,4.0,539.0,1281.0,13193.305,0.18419940497572787,0.0
Southern Kern Unified School District,2.0,19.0,57.0,50899.0,0.7244636682445816,0.0
Southern Oregon University,1.0,70.0,1722.0,3850.0,0.12052749070860191,0.0
Spanaway Lake High School,1.0,182.0,471.0,995.0,0.6183008592193656,0.0
Spanish Springs Elementary School,20.0,1509.0,2072.0,3129.35,0.042408144100638416,0.0
Spanish Springs High School,19.0,1608.0,2162.0,3176.75,0.07714695483134812,0.0
Sparks High School,6.0,1408.0,1417.0,5194.333333333333,0.8964074983260735,0.0
Sparks Middle School,6.0,1691.0,1701.0,1892.3333333333333,0.8966418754388699,0.0
Sprague School District 8,0.0,0.0,246.0,0.0,1.0,0.0
Spring Grove School,2.0,288.0,1864.0,320.0,0.08951476535972384,0.0
Spring Hill Elementary School,1.0,34.0,2158.0,1980.0,0.06469038635726827,0.0
St Albans Country Day School,1.0,2.0,2151.0,99.0,0.04297007276965685,0.0
St Ignatius School,0.0,0.0,1472.0,0.0,1.0,0.0
St Joseph School - Snoqualmie,0.0,0.0,1179.0,0.0,1.0,0.0
St Luke School,0.0,0.0,91.0,0.0,1.0,0.0
St. Albert the Great Catholic School,0.0,0.0,2093.0,0.0,1.0,0.0
St. Alphonsus Parish School,1.0,47.0,1938.0,1197.0,0.08496662786508902,0.0
St. Anselm School,1.0,29.0,535.0,2860.0,0.2935869516158366,0.0
St. Brendan Parish School,4.0,1624.0,1781.0,7086.125,0.8307372907298141,0.0
St. Frances Cabrini Catholic School,13.0,2084.0,2122.0,9751.797692307691,0.9228560257288918,0.0
St. Francis of Assisi,2.0,79.0,1990.0,925.0,0.011528394741166091,0.0
St. Joseph Parish School,2.0,84.0,156.0,8688.5,0.7012589759139962,0.0
St. Joseph School,4.0,1714.0,2135.0,1067.75,0.740320931787993,0.0
St. Louise Parish School,6.0,510.0,1667.0,12713.833333333334,0.008680386049800488,0.0
St. Mark's Lutheran School,2.0,393.0,1235.0,1131.5,0.3170786413222256,0.0
St. Mary Magdalen,5.0,978.0,2170.0,404.0,0.12013692144779971,0.0
St. Mary's of Medford,3.0,628.0,2143.0,423.32666666666665,0.11287920201520821,0.0
St. Monica Parish School,1.0,40.0,154.0,1500.0,0.649255002808665,0.0
St. Patrick Catholic Church and School,3.0,1582.0,1739.0,14001.333333333334,0.8239008712501992,0.0
St. Paul Parish School,1.0,730.0,1891.0,2586.0,0.5635683252070821,0.0
St. Paul Parochial School,1.0,63.0,1991.0,165.0,0.09509436700351047,0.0
St. Paul School District 45,0.0,0.0,1491.0,0.0,1.0,0.0
St. Paul's School,5.0,175.0,2018.0,1496.8,9.890548686098965e-05,0.0
St. Philomena Catholic School,0.0,0.0,2018.0,0.0,1.0,0.0
St. Thomas School,3.0,122.0,1952.0,19077.826666666668,0.002545007225982357,0.0
St. Vincent de Paul School Federal Way,2.0,722.0,1884.0,694.5,0.3846366741505675,0.0
Stanwood-Camano School District 401,0.0,0.0,1282.0,0.0,1.0,0.0
Starbuck School District 35,2.0,397.0,2185.0,104.5,0.11201450454112898,0.0
Starbucks Minden,3.0,306.0,1938.0,2506.0,0.02220457663590504,0.0
Stead Elementary School,2.0,126.0,2185.0,1836.0,0.016845977430733905,0.0
Steilacoom High School,0.0,0.0,281.0,0.0,1.0,0.0
Steilacoom Historical School District 1,0.0,0.0,64.0,0.0,1.0,0.0
Steinbeck Elementary,2.0,89.0,2143.0,1718.0,0.011167892145792961,0.0
Stephens Elementary School,3.0,202.0,699.0,9430.0,0.17051106808970548,0.0
Stillwater Elementary School,2.0,1521.0,1760.0,905.0,0.7968421364094473,0.0
Summit Trail Middle School,2.0,56.0,1094.0,600.0,0.03129633653492092,0.0
Sumner-Bonney Lake School District 320,4.0,607.0,896.0,31798.5,0.6073744877517984,0.0
Sun Valley Elementary School,7.0,1450.0,2149.0,3012.0,0.3776890128698857,0.0
Sunnycrest Elementary School,0.0,0.0,1932.0,0.0,1.0,0.0
Sunnymead Elementary,0.0,0.0,1291.0,0.0,1.0,0.0
Sunnyside Union Elementary School District,0.0,0.0,766.0,0.0,1.0,0.0
Sunrise Elem School,0.0,0.0,1828.0,0.0,1.0,0.0
Sunset Elementary School,11.0,1127.0,2159.0,682.4545454545455,0.011633580339199878,0.0
Sutherlin School District 130,0.0,0.0,469.0,0.0,1.0,0.0
Sutro Elementary School,16.0,1769.0,2009.0,3289.6875,0.7061266737002171,0.0
Sutter Middle School,0.0,0.0,1722.0,0.0,1.0,0.0
Swope Middle School,2.0,437.0,920.0,1043.05,0.5278019425275153,0.0
Sybil Crookham Elementary School,5.0,778.0,2005.0,1178.4,0.06246115128428607,0.0
Tacoma School District 10,12.0,595.0,2150.0,2917.5833333333335,5.525580169301876e-06,0.0
Tahoma Elementary School,0.0,0.0,1094.0,0.0,1.0,0.0
Tahoma Junior High School,8.0,777.0,2107.0,955.5,0.004125136408790686,0.0
Tahoma Middle School,3.0,334.0,2072.0,599.0,0.022543601724689888,0.0
Tahoma School District 409,17.0,1037.0,2165.0,2110.3529411764707,0.00010235903965392352,0.0
Tahoma Senior High School,6.0,592.0,2107.0,798.6666666666666,0.004715410926184093,0.0
Teague Elementary,4.0,144.0,2177.0,10086.795,0.00029255498247419785,0.0
Ted Brown Music,1.0,12.0,825.0,87.0,0.16035663663359406,0.0
Ted Hunsberger Elementary School,4.0,1172.0,2033.0,781.325,0.4173734174072257,0.0
Tenet Health,0.0,0.0,1618.0,0.0,1.0,0.0
Tenino High School,0.0,0.0,496.0,0.0,1.0,0.0
Tenino Middle School,0.0,0.0,496.0,0.0,1.0,0.0
Tenino School District 402,0.0,0.0,16.0,0.0,1.0,0.0
Tenth Street School,0.0,0.0,2157.0,0.0,1.0,0.0
Terrebonne Cmty School,0.0,0.0,1731.0,0.0,1.0,0.0
The Evergreen School,0.0,0.0,876.0,0.0,1.0,0.0
The Goddard School Issaquah,2.0,937.0,1582.0,794.5,0.6252584335443133,0.0
The Goddard School Snohomish,0.0,0.0,1069.0,0.0,1.0,0.0
The Goddard School Sparks NV,2.0,478.0,1220.0,2362.0,0.4153503050420873,0.0
The Landing School,0.0,0.0,113.0,0.0,1.0,0.0
The Northwest School,7.0,438.0,535.0,6450.428571428572,0.7370566597619301,0.0
The Valley School,0.0,0.0,107.0,0.0,1.0,0.0
Thirkill Elementary,1.0,196.0,2109.0,229.45,0.19422611745204682,0.0
Thomas Kelly Elementary School,0.0,0.0,1655.0,0.0,1.0,0.0
Thousand Oaks High School,0.0,0.0,2145.0,0.0,1.0,0.0
Tillamook High School,0.0,0.0,988.0,0.0,1.0,0.0
Tillamook Jr High School,0.0,0.0,1897.0,0.0,1.0,0.0
Tillamook School District 9,10.0,2123.0,2159.0,5094.727000000001,0.9134010515747328,0.0
Timberline Middle School,2.0,155.0,654.0,40375.0,0.2650287917309383,0.0
Today's Fresh Start Charter School,3.0,140.0,1297.0,8905.666666666666,0.012682525806948461,0.0
Torrance Unified School District,1.0,5.0,348.0,2499.0,0.33356757887807204,0.0
Totem Middle School,5.0,1121.0,2143.0,1106.328,0.22434063480906985,0.0
Toutle Lake School District 130,0.0,0.0,122.0,0.0,1.0,0.0
Tranquillity Elementary School,1.0,373.0,2166.0,297.0,0.31848011758288736,0.0
Tranquillity High School,9.0,629.0,2162.0,4990.777777777777,0.0002378761427025547,0.0
Transact Communications,0.0,0.0,1515.0,0.0,1.0,0.0
Transition Academy,1.0,651.0,745.0,3000.0,0.7956991069998045,0.0
Tribal Youth Education Program,0.0,0.0,2.0,0.0,1.0,0.0
"Triumph Electric, Inc.",2.0,74.0,1280.0,24865.0,0.029223148137164187,0.0
Tukwila Elementary School,0.0,0.0,457.0,0.0,1.0,0.0
Tukwila School District 406,19.0,2072.0,2170.0,3741.086842105263,0.8956739997298651,0.0
Tumwater Police Department,0.0,0.0,2170.0,0.0,1.0,0.0
Tuolumne County Superintendent of Schools,0.0,0.0,1899.0,0.0,1.0,0.0
Turnagain Elementary School,0.0,0.0,1888.0,0.0,1.0,0.0
Turning Point,4.0,1068.0,1889.0,1237.5,0.40038636223715607,0.0
Twain Harte School District,1.0,41.0,2029.0,2200.0,0.07546836983658642,0.0
U.S. Air Force,0.0,0.0,962.0,0.0,1.0,0.0
USDA Forest Service,0.0,0.0,1386.0,0.0,1.0,0.0
"USS Cal Builders, Inc",0.0,0.0,1031.0,0.0,1.0,0.0
University Heights Middle School,9.0,824.0,2163.0,2016.4444444444443,0.0022885053725879836,0.0
University of Alaska Anchorage,0.0,0.0,1614.0,0.0,1.0,0.0
University of California Davis - Medical Center,0.0,0.0,896.0,0.0,1.0,0.0
University of Nevada Reno,4.0,1412.0,1995.0,1180.5,0.6275124255418139,0.0
University of Oregon,0.0,0.0,1441.0,0.0,1.0,0.0
University of Washington,0.0,0.0,1436.0,0.0,1.0,0.0
Val Verde Unified School District,0.0,0.0,959.0,0.0,1.0,0.0
Valhalla Elementary School,0.0,0.0,1599.0,0.0,1.0,0.0
Valley View Middle School,0.0,0.0,959.0,0.0,1.0,0.0
Vasko Electric,0.0,0.0,1592.0,0.0,1.0,0.0
Verdi Elementary School,3.0,560.0,2075.0,952.8133333333334,0.09124546422665927,0.0
Veterans Memorial Elementary School,5.0,1788.0,2043.0,2131.02,0.8022872088315671,0.0
Victor Valley Community College College,1.0,254.0,1319.0,228.0,0.37508372792017836,0.0
Victory Academy,5.0,1911.0,2018.0,4903.2,0.8594371807028903,0.0
Villa Academy,0.0,0.0,493.0,0.0,1.0,0.0
Virginia Palmer Elem School,5.0,1900.0,2141.0,13263.2,0.8132930187832043,0.0
Vista Verde Elementary School,8.0,713.0,1219.0,7228.125,0.1470040852112304,0.0
Volta Elementary School,1.0,1904.0,2166.0,1099.0,0.7947786300039059,0.0
Volunteers of America,4.0,457.0,1976.0,342.5,0.019169072496779467,0.0
Voyager Middle School,5.0,566.0,1883.0,2191.0,0.01966027907309637,0.0
WTC - Virtual Edge Technology,0.0,0.0,1752.0,0.0,1.0,0.0
Walker Elementary School,2.0,709.0,2159.0,2354.0,0.3039213418721266,0.0
Walla Walla Community College,4.0,875.0,969.0,14534.887499999999,0.8273596603544227,0.0
Walla Walla School District,19.0,1660.0,2089.0,1515.192105263158,0.22207571957491792,0.0
Walnut Canyon Elementary School,0.0,0.0,2096.0,0.0,1.0,0.0
Walt Tyler Elementary School,1.0,39.0,2016.0,660.0,0.0745283177020444,0.0
Washington Intermediate School,1.0,27.0,1448.0,290.0,0.09913947066127994,0.0
Washington Middle School,2.0,131.0,1899.0,635.0,0.0245659126370972,0.0
Washington Preparatory School,0.0,0.0,490.0,0.0,1.0,0.0
Washington Unified School District,1.0,233.0,2137.0,4950.0,0.22021059724596678,0.0
Washoe County School District,79.0,2059.0,2173.0,13749.620253164558,0.5443178315885709,1.0
Washoe County Schools,1.0,3.0,318.0,1005.0,0.3497014268710643,0.0
Washoe County Social Services,2.0,157.0,1788.0,4291.0,0.03670399854801594,0.0
Washoe Innovations High School,5.0,457.0,2179.0,2369.4,0.0034612342524606146,0.0
Washoe Inspire Academy,7.0,1150.0,1745.0,4818.571428571428,0.347151259545709,0.0
Washougal School District 112-6,0.0,0.0,1177.0,0.0,1.0,0.0
Wedgewood Elementary School,0.0,0.0,1912.0,0.0,1.0,0.0
Wellington Christian Academy,0.0,0.0,1854.0,0.0,1.0,0.0
West Covina Unified School District,0.0,0.0,1338.0,0.0,1.0,0.0
Westlake Elementary School,2.0,257.0,1821.0,2274.5,0.07762062764305555,0.0
Westlake High School,1.0,49.0,2173.0,3425.0,0.07486698577417064,0.0
Weston County School District #1,6.0,1295.0,1779.0,351.06333333333333,0.5654124168654787,0.0
Westside Union Elementary School,1.0,2154.0,2177.0,6096.0,0.8202243964040713,0.0
Whatcom Discovery Center,3.0,1070.0,1955.0,2564.6666666666665,0.47427242866129393,0.0
White River School District 416,4.0,371.0,532.0,21925.65,0.656104864369279,0.0
Whitman Middle School,1.0,330.0,1843.0,515.48,0.33659438565653943,0.0
Wildwood Elementary School,0.0,0.0,128.0,0.0,1.0,0.0
Wilkinson Electric Inc.,0.0,0.0,871.0,0.0,1.0,0.0
Wilson Creek School District,0.0,0.0,70.0,0.0,1.0,0.0
Wilson Elementary School,11.0,1169.0,2122.0,765.5454545454545,0.020563807844199214,0.0
Wilson Middle School,3.0,883.0,1352.0,9386.333333333334,0.6213674240549665,0.0
Winfield Elementary School,11.0,1008.0,1990.0,1196.6818181818182,0.008779443010337739,0.0
Winnemucca Elementary School,4.0,924.0,1584.0,4309.75,0.43776348092579803,0.0
Winton Middle School,11.0,1153.0,2135.0,1007.6363636363636,0.016673992622802065,0.0
Winton School District,4.0,1068.0,1897.0,19504.5,0.39608513165253634,0.0
Woodinville High School,0.0,0.0,1332.0,0.0,1.0,0.0
Woodland School District 404,9.0,1796.0,2141.0,205.44444444444446,0.7035487042402155,0.0
XIT Solutions,13.0,715.0,990.0,3849.6153846153848,0.22415004906556396,0.0
Yerington Elementary School,7.0,1711.0,1920.0,12006.142857142857,0.8132283591025172,0.0
Yerington High School,2.0,28.0,1907.0,2812.0,0.005283342955075013,0.0
Yerington Intermediate School,0.0,0.0,834.0,0.0,1.0,0.0
Yvonne Shaw Middle School,9.0,1667.0,2116.0,1778.2777777777778,0.5746990958320226,0.0
